time,RA,DEC,AZ
102.21,220.6066,27.8316,-111.8166
102.23,220.8006,27.8666,-111.5979
102.25,220.9947,27.9007,-111.3821
102.27,221.1876,27.9343,-111.1626
102.29,221.3806,27.9675,-110.9563
102.31,221.5728,28.0001,-110.7456
102.33,221.7648,28.0323,-110.5382
102.35,221.9563,28.0637,-110.3346
102.37,222.1475,28.0948,-110.1226
102.39,222.3373,28.1254,-109.8998
102.41,222.5272,28.1558,-109.6883
102.43,222.7167,28.1852,-109.476
102.45,222.9051,28.2144,-109.2607
102.47,223.0937,28.243,-109.0503
102.49,223.2813,28.2713,-108.8303
102.51,223.4686,28.2993,-108.6237
102.53,223.655,28.3264,-108.4223
102.55,223.8415,28.3532,-108.2164
102.57,224.0269,28.3796,-108.0033
102.59,224.212,28.4056,-107.7835
102.61,224.3966,28.4311,-107.5881
102.63,224.5806,28.4563,-107.385
102.65,224.7641,28.481,-107.1789
102.67,224.9475,28.505,-106.9644
102.69,225.1299,28.5288,-106.7562
102.71,225.3121,28.5519,-106.5516
102.73,225.4937,28.5747,-106.339
102.75,225.6749,28.5971,-106.1391
102.77,225.8556,28.619,-105.939
102.79,226.0355,28.6407,-105.7337
102.81,226.2154,28.6615,-105.5261
102.83,226.3943,28.6825,-105.3416
102.85,226.5728,28.7028,-105.1381
102.87,226.7509,28.7231,-104.9476
102.89,226.9287,28.7424,-104.7435
102.91,227.1063,28.762,-104.5452
102.93,227.283,28.781,-104.3436
102.95,227.4597,28.7999,-104.1396
102.97,227.6353,28.8185,-103.9295
102.99,227.8105,28.8367,-103.7332
103.01,227.9851,28.8551,-103.5373
103.03,228.1597,28.8727,-103.3548
103.05,228.3331,28.8902,-103.1626
103.07,228.507,28.9072,-102.9758
103.09,228.6794,28.924,-102.7722
103.11,228.8521,28.9406,-102.5759
103.13,229.0238,28.9569,-102.383
103.15,229.1955,28.9727,-102.2001
103.17,229.3661,28.9885,-102.0044
103.19,229.5364,29.004,-101.8222
103.21,229.7062,29.0193,-101.6334
103.23,229.876,29.0337,-101.4316
103.25,230.0445,29.0485,-101.2479
103.27,230.2133,29.0625,-101.0556
103.29,230.3808,29.0766,-100.8788
103.31,230.5483,29.0901,-100.6893
103.33,230.715,29.1034,-100.5017
103.35,230.8815,29.1165,-100.3189
103.37,231.0477,29.1294,-100.1369
103.39,231.2131,29.142,-99.9574
103.41,231.3783,29.1543,-99.7714
103.43,231.5425,29.1665,-99.5888
103.45,231.7063,29.1779,-99.4051
103.47,231.8697,29.1892,-99.2249
103.49,232.0326,29.2001,-99.0433
103.51,232.1947,29.211,-98.8661
103.53,232.3567,29.2212,-98.6717
103.55,232.5177,29.2316,-98.5001
103.57,232.6788,29.2411,-98.3218
103.59,232.8387,29.2511,-98.1387
103.61,232.9986,29.2603,-97.9664
103.63,233.158,29.2697,-97.7946
103.65,233.317,29.2785,-97.6144
103.67,233.4752,29.2874,-97.4275
103.69,233.633,29.2962,-97.2561
103.71,233.7906,29.3044,-97.0902
103.73,233.9475,29.3126,-96.919
103.75,234.1042,29.3206,-96.7552
103.77,234.2599,29.3283,-96.5832
103.79,234.4154,29.3362,-96.4133
103.81,234.5701,29.3437,-96.2314
103.83,234.7245,29.3509,-96.0599
103.85,234.8785,29.3579,-95.8964
103.87,235.0318,29.3646,-95.7258
103.89,235.1846,29.3713,-95.5618
103.91,235.3374,29.3779,-95.3853
103.93,235.4891,29.3843,-95.2302
103.95,235.6407,29.3902,-95.0608
103.97,235.7911,29.3962,-94.912
103.99,235.9415,29.4018,-94.7446
104.01,236.0911,29.4074,-94.576
104.03,236.2404,29.4125,-94.4122
104.05,236.3892,29.4176,-94.2594
104.07,236.5375,29.4223,-94.0946
104.09,236.6852,29.427,-93.9327
104.11,236.8332,29.4316,-93.7694
104.13,236.9797,29.4359,-93.6005
104.15,237.1262,29.4402,-93.436
104.17,237.2721,29.4441,-93.2771
104.19,237.417,29.448,-93.123
104.21,237.5622,29.4515,-92.9716
104.23,237.706,29.4548,-92.8206
104.25,237.85,29.4578,-92.6691
104.27,237.9931,29.4608,-92.5044
104.29,238.1359,29.4636,-92.3473
104.31,238.2785,29.4664,-92.197
104.33,238.4202,29.4688,-92.0496
104.35,238.5616,29.471,-91.8973
104.37,238.7025,29.4731,-91.7509
104.39,238.8426,29.4748,-91.5913
104.41,238.9828,29.4766,-91.4307
104.43,239.1221,29.4781,-91.2858
104.45,239.2609,29.4792,-91.1348
104.47,239.3993,29.48,-90.994
104.49,239.5371,29.4811,-90.8406
104.51,239.6745,29.4814,-90.6994
104.53,239.8109,29.4816,-90.5582
104.55,239.9474,29.4819,-90.4087
104.57,240.083,29.4818,-90.2591
104.59,240.2184,29.4816,-90.1204
104.61,240.353,29.4816,-89.9741
104.63,240.4871,29.4812,-89.8429
104.65,240.6211,29.4809,-89.7031
104.67,240.7542,29.4801,-89.5639
104.69,240.8872,29.4796,-89.4169
104.71,241.0194,29.4787,-89.277
104.73,241.1511,29.4778,-89.1349
104.75,241.2825,29.4766,-88.997
104.77,241.4133,29.4753,-88.8621
104.79,241.5434,29.4741,-88.716
104.81,241.6728,29.4728,-88.5676
104.83,241.8018,29.4712,-88.4244
104.85,241.9307,29.4696,-88.2913
104.87,242.0589,29.4679,-88.1653
104.89,242.1864,29.4659,-88.0341
104.91,242.3136,29.464,-87.9074
104.93,242.4408,29.4619,-87.7763
104.95,242.5665,29.46,-87.6386
104.97,242.6922,29.4579,-87.5028
104.99,242.8176,29.4555,-87.3699
105.01,242.9418,29.4533,-87.2451
105.03,243.0666,29.451,-87.1106
105.05,243.1898,29.4487,-86.9794
105.07,243.3132,29.4466,-86.8489
105.09,243.4359,29.4442,-86.7255
105.11,243.5579,29.4417,-86.6005
105.13,243.6795,29.4394,-86.4698
105.15,243.8005,29.4367,-86.3392
105.17,243.9212,29.4339,-86.2192
105.19,244.0418,29.4311,-86.0987
105.21,244.161,29.4284,-85.9763
105.23,244.2805,29.4259,-85.8517
105.25,244.3988,29.4228,-85.7302
105.27,244.5171,29.42,-85.6101
105.29,244.6349,29.4168,-85.4839
105.31,244.752,29.4137,-85.3678
105.33,244.869,29.4107,-85.2519
105.35,244.985,29.4076,-85.1362
105.37,245.1009,29.4043,-85.0203
105.39,245.2163,29.4011,-84.9139
105.41,245.3308,29.3978,-84.7917
105.43,245.4454,29.3948,-84.6718
105.45,245.5589,29.3912,-84.5613
105.47,245.672,29.3877,-84.4444
105.49,245.785,29.3842,-84.3272
105.51,245.897,29.3804,-84.2189
105.53,246.009,29.3768,-84.1165
105.55,246.1201,29.373,-84.0054
105.57,246.2311,29.3691,-83.8933
105.59,246.3417,29.3654,-83.7697
105.61,246.4515,29.3614,-83.6565
105.63,246.5612,29.3577,-83.5407
105.65,246.6699,29.3537,-83.4389
105.67,246.778,29.3498,-83.3452
105.69,246.8859,29.3456,-83.2412
105.71,246.9931,29.3416,-83.1355
105.73,247.1,29.3379,-83.017
105.75,247.2068,29.3338,-82.9134
105.77,247.3127,29.3298,-82.8112
105.79,247.4186,29.3264,-82.7129
105.81,247.5232,29.3225,-82.6124
105.83,247.6281,29.3189,-82.5006
105.85,247.732,29.3157,-82.408
105.87,247.8355,29.312,-82.2986
105.89,247.9386,29.3086,-82.2029
105.91,248.0417,29.3047,-82.1054
105.93,248.1436,29.3014,-82.0031
105.95,248.2461,29.2977,-81.9005
105.97,248.3469,29.2947,-81.802
105.99,248.448,29.2912,-81.708
106.01,248.548,29.2879,-81.6138
106.03,248.6479,29.2847,-81.5184
106.05,248.7476,29.2816,-81.4177
106.07,248.8467,29.2782,-81.3286
106.09,248.9452,29.2751,-81.2382
106.11,249.0431,29.2719,-81.1464
106.13,249.1409,29.2689,-81.0564
106.15,249.2381,29.2659,-80.9557
106.17,249.3345,29.2631,-80.8631
106.19,249.4306,29.2601,-80.78
106.21,249.5266,29.2574,-80.6912
106.23,249.6218,29.2549,-80.6031
106.25,249.7162,29.2522,-80.5144
106.27,249.8106,29.2498,-80.4281
106.29,249.9044,29.2471,-80.3456
106.31,249.9979,29.2448,-80.2587
106.33,250.0909,29.2428,-80.1707
106.35,250.1831,29.2407,-80.0919
106.37,250.2752,29.2384,-80.0041
106.39,250.3667,29.2364,-79.9171
106.41,250.4581,29.2342,-79.8419
106.43,250.5487,29.2325,-79.7604
106.45,250.6387,29.2306,-79.678
106.47,250.7285,29.229,-79.5968
106.49,250.8179,29.2273,-79.5277
106.51,250.9069,29.2256,-79.4456
106.53,250.9952,29.2242,-79.3564
106.55,251.083,29.2225,-79.2749
106.57,251.1709,29.2211,-79.2054
106.59,251.2579,29.2197,-79.1275
106.61,251.3447,29.2183,-79.0598
106.63,251.431,29.2173,-78.9827
106.65,251.5164,29.2159,-78.9161
106.67,251.6022,29.2147,-78.8321
106.69,251.6871,29.2136,-78.7582
106.71,251.7716,29.2123,-78.6844
106.73,251.8556,29.2117,-78.622
106.75,251.939,29.2108,-78.5474
106.77,252.022,29.2099,-78.4765
106.79,252.1047,29.2093,-78.3937
106.81,252.1867,29.2084,-78.3307
106.83,252.2686,29.208,-78.2675
106.85,252.3496,29.2077,-78.2082
106.87,252.4305,29.2071,-78.1325
106.89,252.511,29.2069,-78.0577
106.91,252.5908,29.2065,-77.9968
106.93,252.6703,29.2066,-77.9299
106.95,252.7493,29.2063,-77.8792
106.97,252.8281,29.2062,-77.8063
106.99,252.9064,29.2064,-77.7408
107.01,252.9843,29.2064,-77.6907
107.03,253.0617,29.2068,-77.6243
107.05,253.1383,29.207,-77.557
107.07,253.2146,29.2072,-77.497
107.09,253.2908,29.2076,-77.441
107.11,253.3665,29.2079,-77.3788
107.13,253.4416,29.2084,-77.3152
107.15,253.516,29.2088,-77.2649
107.17,253.5905,29.2097,-77.2115
107.19,253.6642,29.2104,-77.1556
107.21,253.738,29.2112,-77.102
107.23,253.8109,29.2122,-77.0353
107.25,253.8835,29.2131,-76.9868
107.27,253.9556,29.214,-76.9258
107.29,254.0272,29.2149,-76.8697
107.31,254.0989,29.2159,-76.8162
107.33,254.1698,29.2173,-76.7677
107.35,254.2401,29.2183,-76.7191
107.37,254.3102,29.2195,-76.6731
107.39,254.3798,29.2207,-76.6201
107.41,254.4491,29.2222,-76.5634
107.43,254.518,29.224,-76.5194
107.45,254.5862,29.226,-76.4711
107.47,254.6542,29.2279,-76.4116
107.49,254.7219,29.2297,-76.3702
107.51,254.7888,29.2316,-76.328
107.53,254.8557,29.2336,-76.284
107.55,254.9219,29.2357,-76.2321
107.57,254.9878,29.2384,-76.1894
107.59,255.0533,29.2406,-76.144
107.61,255.1181,29.2431,-76.0928
107.63,255.183,29.2457,-76.057
107.65,255.247,29.2485,-76.0216
107.67,255.3106,29.2515,-75.9754
107.69,255.374,29.2545,-75.9263
107.71,255.4368,29.2575,-75.891
107.73,255.4995,29.2605,-75.8618
107.75,255.5614,29.2637,-75.8223
107.77,255.623,29.2671,-75.7799
107.79,255.6843,29.2707,-75.7356
107.81,255.7452,29.274,-75.6991
107.83,255.8057,29.2781,-75.66
107.85,255.8655,29.2819,-75.6289
107.87,255.925,29.286,-75.5914
107.89,255.9843,29.2899,-75.5629
107.91,256.043,29.2939,-75.5358
107.93,256.1018,29.298,-75.5016
107.95,256.1596,29.302,-75.4499
107.97,256.2171,29.3065,-75.4057
107.99,256.2747,29.311,-75.3759
108.01,256.3312,29.3152,-75.3571
108.03,256.3877,29.3199,-75.3434
108.05,256.444,29.3248,-75.3144
108.07,256.4997,29.3296,-75.2711
108.09,256.5551,29.3346,-75.229
108.11,256.61,29.3398,-75.2133
108.13,256.6641,29.3447,-75.1895
108.15,256.7181,29.35,-75.155
108.17,256.7718,29.3554,-75.1223
108.19,256.8251,29.3608,-75.1018
108.21,256.8776,29.3663,-75.0769
108.23,256.9303,29.3718,-75.0576
108.25,256.9824,29.3776,-75.0273
108.27,257.0341,29.3834,-75.0054
108.29,257.0853,29.3893,-74.989
108.31,257.1362,29.3951,-74.9635
108.33,257.1868,29.4012,-74.9344
108.35,257.2368,29.4073,-74.9175
108.37,257.2867,29.4136,-74.9044
108.39,257.336,29.4197,-74.887
108.41,257.3849,29.4261,-74.8686
108.43,257.4337,29.4327,-74.8317
108.45,257.4817,29.4392,-74.8015
108.47,257.5293,29.4462,-74.7843
108.49,257.5766,29.453,-74.7824
108.51,257.6234,29.4599,-74.7864
108.53,257.6701,29.4669,-74.7622
108.55,257.7161,29.474,-74.7428
108.57,257.7622,29.4811,-74.7154
108.59,257.8076,29.4884,-74.6912
108.61,257.8526,29.4957,-74.6797
108.63,257.8975,29.5032,-74.6754
108.65,257.9418,29.5106,-74.6705
108.67,257.9857,29.5185,-74.6584
108.69,258.0295,29.5262,-74.6462
108.71,258.0721,29.5339,-74.6338
108.73,258.1152,29.5417,-74.6214
108.75,258.1573,29.5496,-74.6
108.77,258.1992,29.5577,-74.5883
108.79,258.241,29.5657,-74.5859
108.81,258.2821,29.5737,-74.5884
108.83,258.3236,29.5821,-74.5806
108.85,258.3639,29.5906,-74.5708
108.87,258.4043,29.5993,-74.5626
108.89,258.4441,29.6079,-74.5528
108.91,258.4833,29.6166,-74.5503
108.93,258.5222,29.6254,-74.5455
108.95,258.5608,29.6345,-74.542
108.97,258.599,29.6435,-74.5408
108.99,258.6372,29.6528,-74.5352
109.01,258.6747,29.6619,-74.5403
109.03,258.7121,29.6713,-74.5315
109.05,258.7487,29.6809,-74.5278
109.07,258.7852,29.6904,-74.522
109.09,258.8213,29.7001,-74.5214
109.11,258.8568,29.7096,-74.5318
109.13,258.8922,29.7194,-74.5284
109.15,258.9269,29.7292,-74.5269
109.17,258.9614,29.7392,-74.5256
109.19,258.9958,29.7491,-74.5343
109.21,259.0296,29.759,-74.5346
109.23,259.0633,29.7692,-74.5424
109.25,259.0964,29.7795,-74.5438
109.27,259.1289,29.79,-74.549
109.29,259.1613,29.8007,-74.5523
109.31,259.1934,29.8111,-74.5646
109.33,259.2252,29.822,-74.5673
109.35,259.2564,29.8329,-74.57
109.37,259.2875,29.8438,-74.5768
109.39,259.3184,29.8548,-74.5842
109.41,259.3485,29.8659,-74.5961
109.43,259.3787,29.877,-74.6055
109.45,259.408,29.8885,-74.6146
109.47,259.4369,29.8998,-74.6254
109.49,259.466,29.9111,-74.6364
109.51,259.4943,29.9227,-74.6458
109.53,259.5224,29.9342,-74.6595
109.55,259.5499,29.946,-74.6688
109.57,259.5772,29.9579,-74.6851
109.59,259.6042,29.97,-74.695
109.61,259.6305,29.9818,-74.7093
109.63,259.657,29.9941,-74.7236
109.65,259.6829,30.0065,-74.7388
109.67,259.7084,30.0186,-74.7545
109.69,259.7335,30.031,-74.7653
109.71,259.758,30.0435,-74.7813
109.73,259.7826,30.0562,-74.7979
109.75,259.8065,30.0686,-74.8146
109.77,259.8305,30.0818,-74.8321
109.79,259.854,30.0948,-74.8503
109.81,259.8767,30.1077,-74.8684
109.83,259.8999,30.121,-74.8874
109.85,259.9221,30.1342,-74.9065
109.87,259.9443,30.1479,-74.9262
109.89,259.9659,30.1612,-74.9473
109.91,259.9871,30.1745,-74.968
109.93,260.0083,30.1882,-74.9894
109.95,260.0288,30.2019,-75.011
109.97,260.0493,30.2158,-75.0337
109.99,260.0693,30.2296,-75.0571
110.01,260.0886,30.2433,-75.0802
110.03,260.108,30.2576,-75.1044
110.05,260.1267,30.2717,-75.1286
110.07,260.1453,30.2859,-75.1534
110.09,260.1638,30.3005,-75.1792
110.11,260.1817,30.3146,-75.2052
110.13,260.1994,30.3295,-75.2315
110.15,260.2164,30.3441,-75.2582
110.17,260.2335,30.3587,-75.2854
110.19,260.2498,30.3735,-75.313
110.21,260.266,30.3879,-75.3409
110.23,260.2819,30.4029,-75.3684
110.25,260.2974,30.4178,-75.403
110.27,260.3124,30.4327,-75.4311
110.29,260.3272,30.448,-75.4609
110.31,260.3415,30.4629,-75.4931
110.33,260.3558,30.4781,-75.524
110.35,260.3694,30.4934,-75.5614
110.37,260.3832,30.5085,-75.5884
110.39,260.3961,30.524,-75.6253
110.41,260.4089,30.5392,-75.6571
110.43,260.4214,30.5548,-75.6892
110.45,260.4334,30.5704,-75.7301
110.47,260.445,30.5862,-75.7599
110.49,260.4563,30.6019,-75.7975
110.51,260.4675,30.6176,-75.8357
110.53,260.4783,30.6334,-75.8724
110.55,260.4889,30.6494,-75.9058
110.57,260.499,30.6654,-75.9439
110.59,260.5086,30.6815,-75.9816
110.61,260.5184,30.6975,-76.02
110.63,260.5276,30.7138,-76.0582
110.65,260.5366,30.7302,-76.0967
110.67,260.5448,30.7469,-76.1357
110.69,260.5531,30.7633,-76.1754
110.71,260.561,30.7797,-76.2196
110.73,260.5688,30.7965,-76.2607
110.75,260.5756,30.8133,-76.3089
110.77,260.5825,30.83,-76.355
110.79,260.589,30.8468,-76.4043
110.81,260.5951,30.8636,-76.452
110.83,260.6011,30.8806,-76.5004
110.85,260.6062,30.8978,-76.5451
110.87,260.6118,30.915,-76.5874
110.89,260.617,30.9324,-76.6353
110.91,260.6217,30.9496,-76.676
110.93,260.626,30.9672,-76.7248
110.95,260.6301,30.9848,-76.7772
110.97,260.6337,31.0024,-76.8219
110.99,260.637,31.0199,-76.8646
111.01,260.6403,31.0373,-76.9167
111.03,260.643,31.0551,-76.9615
111.05,260.6453,31.073,-77.0066
111.07,260.6472,31.0909,-77.0534
111.09,260.6488,31.1091,-77.1111
111.11,260.6503,31.1274,-77.163
111.13,260.6515,31.1459,-77.2242
111.15,260.6522,31.164,-77.2827
111.17,260.6525,31.1825,-77.3286
111.19,260.6526,31.2009,-77.3499
111.21,260.6524,31.2192,-77.4002
111.23,260.652,31.2377,-77.4655
111.25,260.6513,31.2564,-77.5283
111.27,260.6501,31.2755,-77.6008
111.29,260.6489,31.294,-77.6664
111.31,260.6471,31.3131,-77.6892
111.33,260.6448,31.3322,-77.7375
111.35,260.6424,31.351,-77.7958
111.37,260.6397,31.3701,-77.8641
111.39,260.6368,31.3891,-77.9302
111.41,260.6334,31.4082,-77.9845
111.43,260.6298,31.4274,-78.038
111.45,260.6259,31.4466,-78.0959
111.47,260.6215,31.4662,-78.1468
111.49,260.6169,31.4856,-78.2075
111.51,260.6118,31.505,-78.2798
111.53,260.6066,31.5247,-78.3365
111.55,260.6009,31.5442,-78.389
111.57,260.5951,31.5638,-78.4502
111.59,260.5887,31.5835,-78.5044
111.61,260.5821,31.6031,-78.5646
111.63,260.5752,31.6226,-78.6416
111.65,260.5679,31.6424,-78.7047
111.67,260.5608,31.6622,-78.7668
111.69,260.5533,31.6821,-78.8273
111.71,260.5452,31.7021,-78.8943
111.73,260.5371,31.7222,-78.948
111.75,260.5287,31.7423,-79.0149
111.77,260.5195,31.7625,-79.0791
111.79,260.5103,31.7827,-79.1559
111.81,260.5007,31.8027,-79.2143
111.83,260.4907,31.8229,-79.2817
111.85,260.4804,31.8435,-79.3535
111.87,260.4699,31.8639,-79.4243
111.89,260.4591,31.8841,-79.4935
111.91,260.4479,31.9046,-79.5452
111.93,260.4364,31.9251,-79.6137
111.95,260.4248,31.9457,-79.688
111.97,260.4127,31.9666,-79.754
111.99,260.4002,31.9872,-79.8145
112.01,260.3874,32.008,-79.895
112.03,260.3744,32.0289,-79.9652
112.05,260.361,32.0501,-80.0381
112.07,260.3472,32.071,-80.1068
112.09,260.3332,32.092,-80.1841
112.11,260.319,32.113,-80.261
112.13,260.3047,32.1347,-80.3204
112.15,260.2902,32.1558,-80.3905
112.17,260.2753,32.1771,-80.4746
112.19,260.26,32.1988,-80.5575
112.21,260.2442,32.2203,-80.6279
112.23,260.2281,32.2419,-80.6962
112.25,260.2118,32.2635,-80.7687
112.27,260.1953,32.2848,-80.839
112.29,260.1783,32.3064,-80.9152
112.31,260.161,32.3279,-80.9974
112.33,260.1436,32.3499,-81.0673
112.35,260.1259,32.3716,-81.1516
112.37,260.108,32.3934,-81.2429
112.39,260.0899,32.415,-81.3186
112.41,260.0709,32.4366,-81.3838
112.43,260.0521,32.4584,-81.4595
112.45,260.0322,32.48,-81.53
112.47,260.0126,32.5019,-81.6123
112.49,259.9926,32.5234,-81.6876
112.51,259.9724,32.5453,-81.7825
112.53,259.9519,32.5672,-81.8597
112.55,259.9312,32.5888,-81.9444
112.57,259.9102,32.6108,-82.0129
112.59,259.8891,32.6323,-82.0908
112.61,259.8671,32.6539,-82.1681
112.63,259.8451,32.6758,-82.2509
112.65,259.8225,32.6975,-82.3352
112.67,259.8001,32.7193,-82.4159
112.69,259.7774,32.7412,-82.5102
112.71,259.7545,32.7631,-82.5986
112.73,259.7311,32.785,-82.6733
112.75,259.7071,32.807,-82.7515
112.77,259.6831,32.8289,-82.828
112.79,259.6589,32.8506,-82.9251
112.81,259.6343,32.8726,-83.0083
112.83,259.6098,32.8947,-83.0897
112.85,259.584,32.9162,-83.1754
112.87,259.5585,32.9383,-83.257
112.89,259.5324,32.9599,-83.3577
112.91,259.5059,32.9813,-83.4498
112.93,259.4795,33.0034,-83.538
112.95,259.4524,33.0252,-83.6056
112.97,259.4251,33.047,-83.692
112.99,259.3979,33.069,-83.792
113.01,259.3703,33.0907,-83.8777
113.03,259.3426,33.1126,-83.97
113.05,259.3144,33.1344,-84.07
113.07,259.2856,33.1559,-84.1556
113.09,259.2565,33.1778,-84.2396
113.11,259.2273,33.1996,-84.3351
113.13,259.1977,33.2214,-84.4234
113.15,259.1679,33.2431,-84.5036
113.17,259.1376,33.2647,-84.5923
113.19,259.1074,33.2864,-84.697
113.21,259.0767,33.3079,-84.7864
113.23,259.0459,33.3293,-84.8756
113.25,259.0146,33.3508,-84.9691
113.27,258.983,33.3719,-85.0694
113.29,258.9508,33.3932,-85.1637
113.31,258.9187,33.4147,-85.2535
113.33,258.8859,33.436,-85.3423
113.35,258.8534,33.4572,-85.4312
113.37,258.8202,33.4784,-85.5208
113.39,258.7869,33.4996,-85.6254
113.41,258.7531,33.5208,-85.7259
113.43,258.7194,33.5421,-85.8244
113.45,258.685,33.5632,-85.9133
113.47,258.6507,33.5842,-86.008
113.49,258.6157,33.6053,-86.0988
113.51,258.5808,33.6264,-86.1989
113.53,258.5451,33.6474,-86.2957
113.55,258.5096,33.6682,-86.396
113.57,258.4737,33.6891,-86.4982
113.59,258.4374,33.7099,-86.5969
113.61,258.401,33.7309,-86.704
113.63,258.3639,33.7517,-86.8125
113.65,258.3269,33.7723,-86.9092
113.67,258.2895,33.7929,-86.9943
113.69,258.2517,33.8134,-87.0983
113.71,258.2138,33.8343,-87.1974
113.73,258.1753,33.8549,-87.3047
113.75,258.1366,33.8753,-87.4039
113.77,258.0977,33.8956,-87.5102
113.79,258.0585,33.9161,-87.6056
113.81,258.0189,33.9364,-87.7012
113.83,257.9788,33.9569,-87.8011
113.85,257.9386,33.9771,-87.9126
113.87,257.7341,34.0773,-88.4287
113.97,257.6923,34.097,-88.5305
113.99,257.65,34.117,-88.6338
114.01,257.6076,34.1367,-88.7391
114.03,257.565,34.1563,-88.847
114.05,257.522,34.176,-88.9496
114.07,257.4786,34.1959,-89.0517
114.09,257.303,34.274,-89.4822
114.17,257.2584,34.2931,-89.5862
114.19,257.2133,34.3126,-89.6917
114.21,257.1685,34.3315,-89.7925
114.23,257.1226,34.3507,-89.8997
114.25,257.0768,34.3697,-90.0271
114.27,257.0305,34.3889,-90.13
114.29,256.9844,34.408,-90.2327
114.31,256.9381,34.427,-90.3381
114.33,256.8913,34.4459,-90.4426
114.35,256.8443,34.4649,-90.5517
114.37,256.7972,34.4835,-90.6656
114.39,256.7494,34.5022,-90.774
114.41,256.7016,34.5208,-90.8808
114.43,256.6533,34.539,-90.9903
114.45,256.6047,34.5575,-91.1071
114.47,256.5559,34.5755,-91.2033
114.49,256.5066,34.5936,-91.3148
114.51,256.4576,34.6116,-91.4285
114.53,256.4079,34.6297,-91.5357
114.55,256.358,34.6475,-91.6491
114.57,256.3081,34.6651,-91.7612
114.59,256.2576,34.6827,-91.8607
114.61,256.2071,34.7004,-91.9805
114.63,256.1563,34.7179,-92.1004
114.65,256.1049,34.7352,-92.2142
114.67,256.0536,34.7524,-92.3237
114.69,256.0015,34.7698,-92.4287
114.71,255.9496,34.787,-92.5465
114.73,255.8973,34.8042,-92.6695
114.75,255.8445,34.8209,-92.7925
114.77,255.7919,34.838,-92.9089
114.79,255.7383,34.8547,-93.0151
114.81,255.6848,34.8713,-93.1185
114.83,255.6309,34.888,-93.2308
114.85,255.5772,34.9042,-93.3419
114.87,255.5229,34.9206,-93.4665
114.89,255.4688,34.9368,-93.5835
114.91,255.4138,34.953,-93.6905
114.93,255.359,34.969,-93.8067
114.95,255.3038,34.9849,-93.9266
114.97,255.2482,35.0004,-94.0398
114.99,255.1925,35.0162,-94.1564
115.01,255.1365,35.0317,-94.2686
115.03,255.0799,35.0474,-94.3838
115.05,255.0235,35.0625,-94.503
115.07,254.9664,35.078,-94.6208
115.09,254.9093,35.0932,-94.7374
115.11,254.8516,35.1083,-94.8545
115.13,254.794,35.1231,-94.967
115.15,254.7361,35.1378,-95.0893
115.17,254.6779,35.1524,-95.2088
115.19,254.6195,35.167,-95.3211
